queria ver um filme bom mas so sobrou essa merda,negativo
queriaaaa ver um filme na casa de uma amiga comendo pipoca ,positivo
batman vs superman | confirmada a duracao da versao estendida do filme  ,neutro
quem disse q eu vou pra ver o filme u_u   ,negativo
fogo eu so queria ver o filme,negativo
pra quem nao viu o filme o boneco do mal fique sem ver mesmo pq eu perdi 140h da minha vida vendo aquela merda.,negativo
frio so e bom quando to deitada vendo filme com meu namorado. fora isso acho bem desnecessario.,negativo
falei com minha irma ela vai me levar pra ver o filme. cara minha irma e a melhor,positivo
mas a mistica nao ia morrer nesse filme,neutro
novo filme la no blog vao la ve ta muiito legal ,positivo
tagged by   fiz sobre filme/serie pra variar um pouco ,positivo
hj o dia ta pedindo um filme e brigadeiro a tarde toda,positivo
 esse cara  fez o filme  o impossivel  muito foda o filme ,positivo
vou ver um filme,neutro
esse filme  ,neutro
filme sobre snowden ganha primeiro trailer ,neutro
que filme ruim,negativo
 | homem-aranha de volta ao lar - marvel tem controle criativo completo sobre o filme  | (),neutro
 amiga olha teu filme kkkkkkk ,positivo
eu vou fazer a nai me contar o spoiler que ela sabe antes de eu assistir o filme,positivo
shailene e joseph no mesmo filme fazendo par lt;3,neutro
hj estreia guerra civilllllll nao exatamente hj pq o filme sera 0001 rs,positivo
 - neste post falamos do filme portugues a jangada de pedra que adapta um dos livros ,neutro
melhor filme  ,positivo
aquela cuca + cha + cobertas com filme = eu amo,positivo
homem-aranha de volta ao lar - marvel tem controle criativo completo sobre o filme  ,neutro
 eu acho que existe filme velho sim. e aquele que nem lancado foi mas voce ja sabe de antemao tudo que ele contem e e ruim.,negativo
chega de filme bom em cartaz nao tenho tanto dinheiro assim..,positivo
to vendo simplesmente acontece mais uma vez hahaha nao me canso de ver esse filme,positivo
o tempo virou do nada  vou e ver um filme isso sim ,positivo
cinemas no meu sofa o filme e ao teu gostoe se nao for que esperavas podemos fazer outro,positivo
apetecia me ver um filme,positivo
esse filme nao presta que ruim,negativo
lixo de filme nao presta que ruim,negativo
 lugar ate tem mas lugares horriveis nunca que eu assistiria um filme como esse na ponta de uma sala de cinema. hehe,positivo
 num pode tomar coca no filme n nois da vontade se mijar e perde um pedacokkkk,positivo
frio e vida  coberta + filme + pipoca = ,positivo
que. filme. ruim.e estranho.,negativo
 mas nao e o fim do mercado de cinema nao. e por mim pagaria 60 reais para ver o mesmo filme em casa.,negativo
nao ta passando um filme bom nessa tvafs,negativo
vo por um filme pra assistir,neutro
a moca do filme voltou pra casa,neutro
amei ja e meu filme,positivo
assisti o filme ontem mesmo quando chegou,neutro
pessoal com muita expectativa nesse filme civil war da marvel vai ser outra bosta igual a quase todos,negativo
vou ficar a tarde todo sozinha deitada vendo filme,negativo
alguem pode me falar um seriado ou filme legal kkkkk,neutro
procuro amizade sincera para ver guerra civil amanha.obs pago pipoca e ainda explico o filme pra quem nao entender,positivo
eu deixo voce vim me buscar e me levar pra sua casa pra assistirmos um filme eitaaaaaa ,positivo
nussa esse filme e muito doido,positivo
coldplay pipocas filme cobertas com esse friozinho oh beleza so faltou o love por aqui lt;3,positivo
comprei chocolate ver um filme hoje ,positivo
 por enquanto ta legal mas e mais parado do que eu pensei ja foi metade do filme e so fica na ideia praticamente ne,positivo
 opa bom filme pra voce lt;3,positivo
hoje um filmezinho cairia muito bem  sozinho ou com alguem  o importante era o filme e a pipoca ..,positivo
vou olhar filme,neutro
veja o primeiro trailer de cafe society o proximo filme de woody allen   ,neutro
o pai de uma fa que esta confirmado para trabalhar no filme dunkirk disse que harry faz parte do elenco. (via ),neutro
eu to morrendo de medo de me atrasar pro filme amanha por isso q eu gosto se sair so n preciso esperar ninguem,positivo
fdc assustu me bue com este filme fdc,positivo
veja o primeiro trailer de cafe society o proximo filme de woody allen   ,neutro
vou assistir um filme agora,neutro
coberta sofa e filme pipoca e cafe que valor   se sentindo com frio,positivo
longe desse insensato mundo e um filme e tanto fora o sotaque britanico ,positivo
esse frio ta maravilhoso pra ficar  assistindo filme a tarde toda enrolada no cobertor,positivo
amanha tem o melhor filme de todos ,positivo
-sinto muito tony sabe que eu nao faria isso se tivesse escolha ele e meu amigo..-eu tambem fui.aaaaaaa eu vou ver esse fodendo filme,positivo
vamos ver um filme ,neutro
 alto filme hj a sora ines por a bia ter esperado por mim no campismo pahahah,positivo
 varios spoilers que tem kkkkkkk imagina quando sair o filme,negativo
pre estreia do filme capitao america ,neutro
filme misterioso adoro,positivo
aviso para quem pretende ir assistir guerra civil amanha assisti ontem no eldorado na pre estreia e o filme e foda. assistam quantas vezes,positivo
amanha tem civil war amanha meu corpo vai estar na escola mas meu pensamento vai ta imaginando as cenas do filme e as porrada q vai rolar,positivo
claudinho ligadao no filme das piranhas kkkkk,neutro
tava assistindo o filme e falta energia pqp q susto,negativo
frio nao ha coisa melhor debaixo das cobertas vendo filme e com muita fome pq a preguica bate com forca e nao vou levantar  rsrsr,positivo
como sou uma otima amiga vou pinta o cabelo da gabbydepois vou fazer brigadeiro e assistir filme de terror,positivo
um filme de terror chamado manutencao do aparelho ;(,negativo
 esse filme vai ser uma bosta,negativo
 sei nao e nem quero saber kkkk ja vou assistir o filme hoje,positivo
frioo  pipoca  filme  so faltou a namoradinha  ,positivo
tudo muda tudo troca de lugar o filme e o mesmo o elenco e que tem que mudar,negativo
focus e um granda filme,positivo
filme de oliver stone sobre snowden tem primeiro trailer revelado ,neutro
 discordoso comprei o filme. ,positivo
professor ainda quer me fazer assista filme sobre a internet nao me responsabilizo pelas cochiladas que tirarei,negativo
negocio e ficar assistindo filme a tarde toda,positivo
e um filme da paramount voces tem nocao do quanto isso pode ser importante pro comeco da carreira dele que orgulho ,positivo
 carencia sono vontade de comer brigadeiro pipoca cobertor filme sem vontade de treinar cheio de mofo mas a gente nao derrete ,negativo
to bolado pq mais um filme ta saindo e eu nao vou de novo,negativo
gostei de um video   - filme completo dublado,positivo
hoje o dia ta bompra sei la ver um filme no deonparar numa mesa de bar escutar um som,positivo
 hmmmfoi bem tranquila ate. passei a tarde bem de boas deitado e vendo filme. algum filme pra me recomendar,positivo
 olha esse filme muito louco,positivo
odeio admitir mas pedro tem um otimo gosto pra filme e musica tudo que ele me indica eu gosto,positivo
  assistindo bezerra de menezes (filme),neutro
gostei de um video    filme completo  portugues ; cinestar ,positivo
fui no cinema com a mina e o filme era legendado deu nem pra dar uns beijos jdjdkdkdk gentee,negativo
vou tomar banho pra ficar de boas vendo o filme,positivo
quebra o ovo coloca num potinho com filme plastico faca uma embalagem com cordinha pra resgatar coloca la100 sem chance de espalhar,neutro
me amarro em ver filme de guerra ,positivo
 kkkkkk igual nuns filme dos cara dos eua 700 da manha eles indo p escola susu com touca moletom e pah,positivo
tempinho gelado e otimo para ficar trancado dentro do quarto ouvindo musica e se matando de tanto comer vendo um bom filme ,positivo
queria sugestoes pra filme de terror,neutro
ja com a teoria de tudo fiquei parva com o filme,positivo
'snowden' filme de oliver stone com joseph gordon-levitt ganha trailer diretor contra historia de ex-agente ,neutro
 gostaria de perdi um filme lt;3 ''simplesmente acontece'' obg vcs sao os melhores lt;3,neutro
cra nao consigo mas parar de ver filme,positivo
vou fazer uma janta pra familia e me jogar na cama ver um filme,positivo
 (o filme),neutro
 espero ficar neurado por agua igual aquela menina do filme,negativo
assistir um filme,neutro
vou ver um filme,neutro
 vou saber eu n dou atencao pra emma watson desde q lancaram o ultimo filme de hp,negativo
para a semana ja da para ele me pagar uma buja e ver um filme  gracas,positivo
chegou o inverno caraiii  hoje ta bom pra gt;sopa cobertor de orelha filme/pipocachocolate quente e bastante sexo ,positivo
fds grd filme,neutro
'snowden' filme de oliver stone com joseph gordon-levitt ganha trailer diretor contra historia de ex-agente ,neutro
vou ficar assistindo filme na netflix mesmo melhor coisa nesse tempo,positivo
tempinho gostoso para ficar deitada na cama vendo filme comendo pipoca e brigadeiro,positivo
 n vou fazer um livro ou um filme sobre ti n te preocupes mas deixa me tweetar q e a unica coisa q posso fazer c o dinheiro q tenho,neutro
to a um tempao falando de filme c a formiga crente q a gente tinha visto o mesmo e era outro totalmente aleatorio,negativo
queria ver esse filme o escaravelho do diabo,positivo
alguem que me explique o filme the witch pk nao percebi um caralh,negativo
'snowden' filme de oliver stone com joseph gordon-levitt ganha trailer diretor contra historia de ex-agente ,neutro
debate sobre o filme que eu nao sei nada sobre,negativo
gostei de um video   26 vou no cinema pra ver filme infantil,positivo
capitao america guerra civil | um dia nos bastidores de um filme da marvel em junho de 2015 o omelete foi  ,neutro
capitao america guerra civil | um dia nos bastidores de um filme da marvel em junho de 2015 o omelete foi  ,neutro
to vendo um filme aqui aula ,neutro
frio = sem insetos no quarto frio = sem calor chatofrio = sem suor frio = roupas estilosas frio = chocolate cobertor filmefrio = vida,positivo
 vc e  ou   cala boka e so assiste o filme,negativo
'snowden' filme de oliver stone com joseph gordon-levitt ganha trailer diretor contra historia de ex-agente ,neutro
amo esse filme,positivo
'snowden' filme de oliver stone com joseph gordon-levitt ganha trailer diretor contra historia de ex-agente ,neutro
vontades no frio                             - malhar e dieta                                       - filme/serie e gordices ,neutro
filme loko um drink no inferno,positivo
mano eu tenho que dar um jeito de fazer os mlk ir comigo amanha assistir o filme porque eu tenho que ir amanha porraaaaaa,positivo
choro facil com filme de romance,positivo
a mais nem da medo  nao to falando do medo do filme e sim das 3 horas de duracao dele kkk,negativo
'snowden' filme de oliver stone com joseph gordon-levitt ganha trailer diretor contra historia de ex-agente ,neutro
vou aproveitar pra assistir o filme hoje e depois vou dar uma lida em portugues historia e geografia,neutro
o filme teve uns 40 minutos sem nenhuma personagem falar mas msm assim conseguiu ser grd filme msm,positivo
alguem me da um resumo do filme caca as bruxas,neutro
voltar a ver o filme sabe melhor forma,positivo
karalho ficou muito realista esse filme serio,positivo
vou fazer uma especie de filme em ingles adivinhem quem vai ser o protagonista.. nao sou eu ,positivo
frio= a chocolate quente um filme e uma pessoa pra te acompanhar pra fazer cafune ,positivo
jaquelaine me mandou o trailer de as sufragistas po agr quero ver esse filme,positivo
filme tenso final bosta  assistindo chernobyl diaries,negativo
nao q martinho lutero seja ruim (longe de mim) mas e que eles nao gostam de filme desse tipo,negativo
vc gosta de filme de terror migose nao for de suspense aqueles de susto eu odeio susto,negativo
hoje todo mundo tava se sentindo em um filme de terror,negativo
ze felipe ontem no shopping eldorado em sao paulo para pre-estreia do filme capitao america -guerra civil. ,neutro
sabe qual o eu sentimento ao saber que amanha sai o filme guerra civil tristeza pois nao tem cinema na minha cidade,negativo
parece ser bem interessante e tem cara de filme de oscar,positivo
me sinto em um filme com camera lenta cabelos ao vento eu com minha roupa chic de frio. calca jeans e blusa quente. so faltou uma bota.,positivo
shawn lotando showscameron na calvin matt fazendo um filmee muito orgulho sei nem o q dizer ,positivo
esse filme eu ja vi  ,neutro
s.o.s mulheres ao mar kkk sou apaixonada por esse filme ,positivo
 nossa senhora naoplmddso filme ruim,negativo
vou assistir o filme,neutro
geracao fuma e filme fuma e posta geracao fumadora de bostaa ,negativo
 flopadissima la no filme dos power rangers,positivo
unico filme q eu fiquei c medo foi arraste me para o inferno e o exorcista q assisti qdo tinha uns 10 anos,neutro
queria ve o filme que estreia amanha,positivo
ver filme com meu pai n da certo kkkkkkk,negativo
quero demais que sai o filme da dory e dos angry birds logo ahhh e o dos pets tbm,positivo
um filme onde ronald reagan durante o 2o mandato comeca a ficar esclerosado e e convencido por um acessor de que esta em um de seus filmes.,positivo
queria uma namoradinha pra ve um filme cmg,negativo
estou querendo assistir um filme com a minha namorada alguem me indica uma namorada,negativo
filme com esse friozinho ,positivo
[19h25 27/04/2016] rutinha 7 queria ta assistindo um filme com pipoca e brigadeiro[19h29 27/04/2016] rafaela cezario queria ta transando,negativo
 e teaser do filme de hq,positivo
nao sei o que esse guri tinha que inventa de sair. seria muito melhor ficar em casa olhar filme e sla meu conversar ,negativo
vo assisti uns filme,positivo
nd melhor do q ficsr abracada em baixo da coberta vendo filme com alguem,positivo
meu irmao e o tipo de pessoa q bota um filme pra assistir e fica o filme todo no celular,negativo
que saudade que eu tava de ver filme de zumbi,positivo
so sinto vontade de ficar em baixo do cobertor vendo filme,positivo
esse frio so e bom pra ficar enrolada nas cobertas com o meu amor comendo gordices e vendo filme. ,positivo
amanha nois vai levar coberta ja tamo com plano de levar cha minha mae perg se eu quero levar pipoca se algm prof passar filme fechou,positivo
tmnc so pq eu ia assistir um filme a net ta ficando tilti ,negativo
to puto vendo um filme que a mulher e surda e muda,negativo
batman vs superman  revelada a duracao da edicao +18 do filme  ,neutro
 ficou bem futil entao eu smp vou assistir esperando q o filme supere isso. que pena,negativo
enfim foi lindinho kkk parecia aquelas cenas de filme kkkk ,positivo
mais tarde vou assistir um filme na netflix,positivo
acabei de assistir os oito odiados que filme foda,positivo
os tv spots tem spoiler sim mas nao conta duas horas de filme vcs sao chatos,negativo
 parece aquele menininho do filme do grito,negativo
nunca tive tao ansioso pra um filme.,positivo
iguais ao filme. ,positivo
amanha nao vo abrir o facebook se nao vo ver os babaca dando spoiler do filme,negativo
eu e meu padrasto fica ate desgastado de tanto procurar filme nessa netflix,negativo
 quero muito assistir esse filme ,positivo
que filme viajado da gota,negativo
estou querendo assistir um filme com a minha namorada alguem me indica uma namorada,negativo
 o filme no geral e muita emocao,positivo
tem um filme sobre a frida e eu nunca vicomoindo resolver isso agora,positivo
que filme do senhor caralho,positivo
ze felipe ontem no shopping eldorado em sao paulo para pre-estreia do filme capitao america... ,neutro
 vai deixar de ver o greminho pra ver filme hahahahaha mas hein ,negativo
tenho 2 trabalho 1 prova e 1 filme pra assistir amanha oq eu dou prioridade ,positivo
 ja pode fazer um filme  t3ddy o tiozao,positivo
 tanto filme que quero assistir e nao tenho din kkkkkkkk,negativo
cara esse foi o filme melhor que eu ja vi,positivo
daqui a pouco vou ver um filme e fazer uma pipoca rs,positivo
melhor filme kkkkk golpe baixo,positivo
so eu que nao gosto do frio frio so e bom pra dormir e assistir filme que no meu caso e dormir tambem hahaha,positivo
morrendo de rir com esse filme kkkkkkk ,positivo
 mana eu cheguei no final do filme sofrendo. as coisas que a velha faz a gente passar.,positivo
eu queria muito ter chegado em casa hojefeito pipoca e  ter visto algum filme bem triste enquanto me encolhia no cobertor,positivo
vimos um filme em que 90c/o do tempo apareciam mamas ou alguem a foder,positivo
queria um camaro velho igual do filme,positivo
 morgan so um filme,positivo
sai do banheiro cheio de vapor parecendo aquela cena do filme mulher nota 1000 ,positivo
role bom e aquele q nois come pizza e fica td assistindo filmesdds desses roles,positivo
preferia ver o filme do pele,positivo
que filme ,positivo
ta passando aquele filme da natalia na tv o anabelle,positivo
me desculpa a todos os fas dos x-men mas o unico filme que presta e o primeira classe,negativo
que filme merda kkkkkkkk,negativo
quero ficar deitada comendo pipoca e vendo filme,positivo
odeio esse filme dos minions q porra chataaaa,negativo
quero ve um filme de terror com minhas primas so q elas n aparecem,negativo
mozao vai passar no mercadocomprar besteiras e vai vir aqui p casa p gente assistir filme.,positivo
 so filme chato q vc recomenda ue kkkk,negativo
pra quem vai hoje ou amanha ver capitao america uma otima sessao surtem muito e lembrem-se sempre que o filme e dos fas. e nosso ,positivo
quero ver um filme mas hj tou naqueles dias em que me meto com todos entao ta fdd de arrancar do twitter,positivo
to procurando um filme pra olha,neutro
quem teve a ideia de juntar sam claflin matthew lewis e emilia clarke no mesmo filme e a melhor pessoa do mundo ,positivo
esse filme da annabelle e mo responsa brow kka,positivo
um filme de terror chamado minha prova de calculo numerico,negativo
num filme nao me calo comento tddx,positivo
meu filme favorito da vida eh rei leao meu deus do ceu como eu amo esse filme,positivo
pqp avnet foi cair logo na hr do filme ,positivo
depois de muuuuuito tempo fui no cinema do barra ontem.   ela me fez chorar de rir num filme dramatico.,negativo
serio esse e o meu livro preferido e o filme parece que vai ser muito fiel nao sei se tenho estrutura emocional.,positivo
sabe aquele filme la que as pessoas sai pra fora e pah cai gelo na cabeca delas ta tipo isso,negativo
 fode o core esse filme,positivo
a gente fala que nao precisa de ngm mas queria ta nesse friozinho vendo filme agarradinho,negativo
eu nem assisti o trailer de sweet sixteen ainda e ja saiu o filme,negativo
 o filme xd ~saudade frio saudade pipoca  saudade mozao xd,positivo
alguem sabe um filme tri ai no netflix,positivo
btw gostei do filme. mas queria muito uma minisserie do livro,positivo
chorei a beca quando li o livro imagine o filme ,positivo
amanha vou no shopping me levar pra comer e ver um filme  porque eu me amo,positivo
esta comecando friozinho chegando bom p  enrola no edredon e ver um bom filme rsrsrs,positivo
     tipo num filme de zumbis que uma pessoa e infectada e nao reconhece mais ngm,negativo
filme e edredom prontos. cade ela ,negativo
 tu ja viu o filme  kkkkkkkkkkk  ta igual,positivo
to esperando o filme de quem e voce alasca ate hoje,positivo
essa minina bim i que ta seduzindo no filme ela ja vamos e sair da ufpi eu nem sabia onde enfiar a cara,positivo
sera que eu assisto um filme .. ,positivo
assisto 176328 vezes esse filme e nao perde a graca ,positivo
homem-aranha de volta ao lar | marvel tem controle criativo completo sobre o filme ,neutro
a hora desse filme num chega nunca,positivo
eu adoro esse filme dps de antes que termine o dia e oque me faz chorar mais kkkkkkkk,positivo
vou pra sala pra ver o jogo e minha mae ta vendo filme e nao me deixa ver,negativo
a do ultimo filme do velozes e furiosos  ,positivo
frioo filme chocolate.. podia ser a gente ms vce n colabora,negativo
mujica e o golpe  ja vimos esse filme  ,positivo
 eu tenho esse filme kkk ele fica dando dedo entala na areia e dps cava dando dedo ,positivo
tomara que o gremio ganhe e o filme seja bom pq senao vou mergulhar numa bad fudidak,negativo
 hahahahah o filme ta passando no cinema acabei de assistir,positivo
omg q filme de terroro,positivo
gostei de um video  de   filme - orgulho e preconceito e zumbis,positivo
bem a cara do guilherme mesmo ver filme 0001,positivo
meu hype pro filme aumentou d+++ quando mostraram as novas roupas espero nao me decepcionar ,positivo
amanha estreia do filme guerra civile so vou semana que vem ,neutro
parem de aumentar o tempo das series se eu quisesse ver filme eu ia no cinema,negativo
nossa eu fui ja cidadezinha mais linda do universo hoje parece cenario de filme  preciso morar la ,positivo
so queria ficar agarradinha vendo filme,positivo
to assistindo senhor dos aneis  um dos melhores filmes,positivo
mariane vo vou ai ve filme responde logo o wppvo luci  mariane to doente vem quetinha voce so chega aqui aticando eu nao aguento mas,positivo
variety divulgada data de lancamento do filme tulip fever com cara delevingne ,neutro
quero um amiguinho pra ver filme comigo embaixo das cobertas,positivo
se tiver uma martha no filme guerra civil eu desisto desses filmes de herois hahaha,negativo
entre abelhas e um filme lindo recomendo,positivo
o pior filme e sem duvidas corpo em evidencia ai ne aquele de comedia que o guy dirigiu nossa e olhos de serpenteavalanche de coco,negativo
q medo desse filme misericordia,negativo
 ja assisti melhor filme,negativo
meu deussss amo esse filme ,positivo
 so pra avisar que quando vier pra ca temos que marcar algo nem que seja filme e pipoca pra colocar o assunto em dia hein,positivo
  eu vou so se eu for ver outro filme sozinha djdkkkkkk,positivo
o civil war foi gravado em 48 frames tem uma sala aqui no rio preparada para isso e esta passando nela o filme.,positivo
sera que o filme do aldo termina com ele levando uma muqueta do mcgregor,positivo
to precisando de um filme daorao p ver enrolada no edredom,positivo
so por ficar embaixo das coberta no not escutando musica ou olhando filme,positivo
alguem me indica um filme bom pra assistir,neutro
 qual filme vamos assistir,neutro
eu to me sentindo q nem no filme esqueceram de min aff,negativo
vou me enrolar todinha e procurar um bom filme no netflix melhor meta pra esfriar a cabeca,negativo
quero assisti um filme bem triste tipo a culpa e das estrelas chorar com o ansel o amor da minha vida,positivo
 to assistindo filme tambem gjsjcjs,positivo
 geeeeeeeeeente seria legal uma festa com todo mundo um reencontro tipo aqueles de filme hahah,positivo
o filme do matt com certeza vai entrar pra listinha dos filme fav que nois nao cansa de assistir eu to tao orgulhosa dele to louca pra ver,positivo
enqto i  se preocupa com a pipoca o  dirige um verdadeiro filme de terror.,positivo
o lider coach na visao do filme a corrente do bem ,positivo
sdds da pessoa com quem eu via filme agarrada kkkk,positivo
 assistir senhor dos aneis e a missao da minha vida pq eu ja tentei trilhoes de vezes e acabo dormindo o filme tem sonifero,negativo
o filme do jose aldo ficou doido demais puta que pariu,positivo
falta so o convite pra um bom filme  ,positivo
eu vo parar de ver filme,negativo
mano meu irmao foi assistir o filme e me deixo em casa nem me acordou,negativo
meu deus alguem demite quem e responsavel pelo marketing da marvel porra ta mostrando o filme todo com esses tv spot,negativo
planos p/ noite solitariaexpectativa organizar o closet e assistir um filme.realidade deitada na cama desde quando cheguei do servico.,positivo
filme do porta dos fundos tem trailer completo - saiu o trailer de contrato vitalicio o longa metragem do porta ,neutro
comprei hoje nas lojas americanas da minha cidade the basketball diaries e tinha uma pilha so desse filme e eu fiquei ,negativo
to deitada com minha irma olhando filme melhor coisa,positivo
pq vai ter os fdp q conta o filme esses arrombado,negativo
 ameeeei o filme ,positivo
aquele filme shitty dele namoro ou liberdade gente que filme,positivo
atencao voce que gosta de um bom filmehoje na tv band o classico e bom filme a gaiola das loucas a partir das ,negativo
gosto demais de filme tem uns que mexem de verdade com seu modo de pensar,positivo
esse tempinho pede meu mozao cmg vendo um filme ,positivo
meu filme preferido na sony adorominha mae pra mim ao ver que to assistindo vc ta querendo chorar,positivo
to carente quero um mozao pra ver filme de conchinha cmg amem.,negativo
hoje eu vou fazer um brigadeiro fazer uma pipoca colocar  filme na netflix so vai faltar a companhia mesmo como sempre.,positivo
queria estar com mozao vendo filme e comendo coxinha e pipoca como que faz,negativo
aiiiii olha esse final desse filme ,positivo
eu hj so queria ficar debaixo das cobertas vendo um filme besta com um pote de sorvete e alguem do lado pra dar uns bejo e fazer uns cafune,positivo
filme me deprime,negativo
nem pensa em filme e pipoca ideia depois nois troca,positivo
 melhor filme de sempre,positivo
tava no cinema chorei igual crianca no filme,positivo
vai comecar que horas ela volta faz tanto tempo que queria rever esse filme,positivo
 maior tempao esperando esse filme,positivo
to vendo um filme com a vih ,positivo
acabei de ver outro filme foda the life of david gale,positivo
 civil war esse filme vai ser broca,positivo
o filme de hj tem o titulo quando a gastrite ataca,positivo
quando fiquei sabendo sobre o filme animais fantasticos e onde habitam ,positivo
olhando filme muito massa,positivo
querido john e um filme que nao importa quantas vezes ja assisti sempre da vontade de chorar..,positivo
eu amo comeco de filme,positivo
 rapaixxxxx a mulher maravilha me valeu o filme todo amei de coracao,positivo
essa novela ta parecendo filme de acao hoje ,positivo
tipo qualquer cena de sexo de qualquer filme.  ,positivo
qnd for assistir o filme nao vou me responsabiliza pelos meus atos,positivo
vou me enrolar todinha e procurar um bom filme no netflix melhor meta pra hoje,positivo
6 years eh um filme tao estressante vc quer bate na mel e no dan ao msm tempo qe quer coloca eles num.potinho e cuidar p sempre,negativo
 esse grupo e fantastico. voce assistiu esse filme,positivo
o perfume da memoria puta que filme ,positivo
 qual seu filme preferido  ,positivo
 ne isso; e o filme e capitao america e quem tem que vencer e o dono do filme,positivo
ai meu deus sou tao apaixonada nesse filme,positivo
friozinho + filme  so faltou a fofa ne .. ,positivo
 eu n acho que colocariam o elliot pra trair a kate sei la seria um drama desnecessario no filme,negativo
melhor coisa sofazao com uma tv bem grandona na sala filme rola a balde,positivo
 tem filme com eles e eles se pegam,positivo
filme mt doido kkk,positivo
sabado vou ver o filme la do capitao america e boa,positivo
vou fz pipoca e botar um filme,positivo
vou ver um filme,positivo
esse friozinho e uma beleza pra ficar em baixo da coberta assistindo um filme agora pra lavar a louca kirida,positivo
alguem me diz um filme baita de terror/suspense,positivo
esse filme  ,neutro
e muita maldade fazerem voce esperar um filme q espera ser lancado desde o ano passado,negativo
guerra civil e o filme mais importante da marvel ,positivo
vou ver um filme hj pra dormir suave,positivo
vou comecar a ver um filme agora,positivo
[] 22/04/16  no evento promocional do filme 'mba partners' em hefei.cr honeywink1211 ,neutro
meu vizinho veio me pedir filme emprestado. pqp mano,negativo
daria pra fazer um filme da minha vida so com historias de voltas do bar do marciao,positivo
annabelle no maxprime esse filme foi uma decepcao,negativo
to assistindo um filme em baixo das cobertas sem nenhum mozao ,positivo
serio to revoltado pq n poderei ver o filme hj,negativo
aceito dicas do que fazer pra nao dormir no cinema durante o filme,negativo
primeira vez  filme otimo pra quem querm mozao,positivo
desconhecido no grindr chamando pra eu ver filme com eleeu vo,positivo
duas horas de filme mas so a metade faz sentido,negativo
 la vem drama no filme,negativo
 voce vai ver hoje posso te chamar no whatsapp depois pra gente comentar o filme,positivo
vou assistir filme com a bea safadinha,positivo
como e bom tomar chocolate quente em uma coberta assistindo filme no quarto escuro com um monte de cobertor lt;3,positivo
eu to berrando com esse filme desde quando lancou nunca me canso,positivo
assiste o filme,neutro
